Tweet,Emotions
En dan hoor ik ineens dat mijn papa over 2 daagjes naar Parijs komt! ,surprise
"When I won the \Under 18\"" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing.""",joy
 I can ’ t believe it ! I thought the Cougars were going to win for sure . ,anger
"only 3 more days until graduation! reports, awards. school certficate all in one day ",joy
"As I walked down the front steps for the last time , a feeling of elation swept over me . ",joy
Wrote probably every feeling I've had these last 5 years in one song. I'll have the lyrics on Facebook soon.#Sadness #Rejuvenation,anger
I have amazing friends. Showin up at my house n shit. ,joy
 Bye ! ,neutral
"&quot;what if my mom, in an exhausted state accidentally asked how large his penis was instead of his underwear, oh i mean undies.&quot; #random",fear
 Yes ? ,neutral
When my roommate's moped was stolen I was very angry.,anger
"Show up to class an hour late, door makes loud noises when I open it, everyone turns around. ",joy
"@bighar59 @jake_richter I'm not one for that sand shit, but big har I heard you got a lot of it ",disgust
Nothing breaks my heart more than a sick baby ,sadness
Ima buy my boyfriend a present lol,surprise
That afternoon I rushed home to look at the result slip of the higher level as fast as possible.  I opened the envelope very carefully and found that my results were much better than I had expected and thus I could enter the Chinese university.  My diligence had paid and I was very happy.,joy
MAC MILLER LIVE IN MARCH W DJ L-MOTION!!!!! DAMBURY CT ,surprise
"going to relax my first night back at fred, massive amounts of homework that I have will start tomorrow. ",joy
 And Lisa . ,neutral
Just cooked a world class meal. Surprused my sister she didn't know I was a chef in disguise...:)  ,surprise
"My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to.",sadness
At what point does Fred Hoiberg's heart doctor get concerned? ,anger
"When someone made me a compliment after an examination just at the moment I needed it. It was amicable, hearty and sincere.",joy
"When my wife died in hospital, she was pregnant and had undergone an operation.",sadness
"Nick , it's very nice of you to see me off . ",joy
This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.,sadness
"But seriously , I 'm very happy that you 're staying . ",joy
@tonyreilly I will not be attending  today due to severe #shame #hangover. I will send my best wishes though. Love'n'bubbles,fear
I understand all those movies and songs about your heart and head being conflicted. I did not know it was possible to be this sad.,sadness
"Looking forward to tomorrow and also NOT looking forward to tomorrow. UGH, it's going to be a luverly HOMEWORK filled weekend. ",joy
Now I can't sleep because I'm excited for school....  ,sadness
@goddessyan half a dem neva hav sunday dinner 2come home 2 ,sadness
@_OhMyDelena Oui! y'a des questionnaires &amp;' tout. la j'ai une autre prof donc je sais pas encore mais on verra... x),surprise
LOOOOL! RT @funnyorfact: Remove all the vowels from 'female' and you're left with FML.,sadness
 Ok . ,neutral
Told myself I'd clean up my messy clothes shelf this afternoon I'm only doing it now #fml,surprise
One kill away from an ac130 I die then get fuckin spawnkilled by my teammates care package #bullshit,sadness
Break! How would it feel to KNOW you are fantastic at what you love to do? Feel that confidence &amp; joy. #LJB,joy
"RReally fun break, now back to school tomorrow to get screamed at #gottaloveetown",joy
"@DougSloan People, a majority according gallup nationwide, support legalizing marijuana, so why don't Dems? #racism #closemindedness",fear
Fear. Anyone can win their fears. Fear is there to bully you around. Don't let it! Darkness can't ever devour light.  #mind #brain,fear
Time to go Birthday dinner I guess,surprise
 How dare you be so inconsiderate ? That's wrong . ,anger
"Not ill yet, but stomach is doing weird, release was postponed a day ",joy
someone named their baby this today in some local hospital,joy
@jadekimberley1 yeah good ta x not really a rush more of a slow burn!! Start of the 11:30 finish next week ,joy
"When I was going home, I saw somathing which looked like a snake   on the road but later I found out that it was only a stick.",fear
   may your &amp; #abundance continue to multiply in many unexpected but delightful ways. Be #blessed,joy
@_MeganCasey Remember that time we listened to S Club 7 in EU? ,surprise
 biology lab finals in 23 mins...bout to rape this test though...@BlackRhino09,surprise
When I thought that my high school love and I had a mutual emotion.,joy
I don't wanna goo to school :'( !!! #hateschool #hatelife,sadness
&quot;The stars align in how your @CityYearSanJose team partners with our staff. It's so natural. That's rare!&quot; -4th grade teacher #impact,joy
I hate not having anyone to smoke with right now. My brother won't wake the fuck up. #rage #thuglife,anger
 You told Martha that I was on a date ? What was that all about ? ,anger
Congrats Becka! Don’t forget for the next 5 days tell us what brings you for a chance to win some TBS goodies! x,joy
"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending.",sadness
"Joy, unspeakable joy. It rises in my soul  Never lets me go.   ",joy
A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.,joy
Working all day. Blahh! 8am-8pm. But I gotta make $$$ for Black Friday #shopallday,joy
I think it's about time I delete my dad off facebook....... Too many status' regarding masturbating ,disgust
Trying so hard not to just break shit. #frustration,anger
You 're frightened to go to sleep . ,fear
Gotta make ANOTHER trip to the city tomorrow -_- ,joy
Neil Kinnock was happy that his deputy should spell out his commitment to equality as Labour 's objective . ,joy
"Untidy work led to rows , rows led to confrontation , confrontation led to the boy being soundly thrashed by his exasperated mother . ",anger
Ouch ! I just bit my tongue . ,sadness
"Its reassuring to know I studied for 5 hours today and when I sit down at my test, there's gonna be nothing I studied on it. ",joy
"You arrest somebody , maybe a drunk , the next day he 's feeling a little disgruntled and almost inevitably he 'll make a complaint ",disgust
"During a demonstration I climbed up the closed central door of a bus.  When the bus stopped I had to go back to the same place, afraid that the police would see me.   ",fear
Happy birthday  .... what would the world be like if  were still rocking it ,sadness
@PsychologiesMag latest  evidence states  hijack is no longer a valid excuse for so thanks for the article!,anger
He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out . ,fear
"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . ",anger
 Banker ? ,neutral
There's a special place in hell for people who pee on the toilet seat in a badly lit public bathroom. ,surprise
Goodnight. Chemistry and Business law exam tomorrow. ,joy
On my way home a day early! Can't wait to scare my parents to death :) ,surprise
"Algunos HDP ya vieron el trailer de The Hobbit y yo acá, en mi casa, sin nada que ver, ni siquiera The Walking Dead... ",sadness
Usually south park can get me laughing but not today ,sadness
Making @ricerokket watch KKTNY tonight.. ,surprise
@TaiwanJonesNFL  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
another night ending with me crying? ,surprise
Sue gets cross about that . ,anger
Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . ,sadness
